,category,question,answers,good_answer
0,Historia,¿A causa de qué hecho abdicó Carlos IV en su hijo Fernando VII?,"['Tratado con Napoleon', 'Derrota en Trafalgar', 'Enfermedad', 'Motín de Aranjuez']",Motín de Aranjuez
0,Miscelánea,¿De dónde es originario el Queso Emmental?,"['Francia', 'España', 'Suiza', 'Italia']",Suiza
0,Ciencia y Naturaleza,¿Cual es el símbolo del Oxígeno?,"['Xgn', 'Ox', 'O', 'Oo']",O
0,Deporte,"¿En qué ciudad de EE.UU. tienen su sede Los Nets, el equipo de la NBA?","['New Jersey', 'Menphis', 'New Orleans', 'Orlando']",New Jersey
0,Música,¿A qué disco pertenece la canción de The Beatles Here Comes the Sun?,"['Abbey Road', 'Let It Be', 'Revolver', 'The Beatles']",Abbey Road
0,Música,¿Qué cantautora española le cantó a la Puerta de Alcalá?,"['Rocío Jurado', 'Isabel Pantoja', 'Ana Torroja', 'Ana Belén']",Ana Belén
0,Historia,¿Quiénes eran los samurais?,"['Artistas japonesas encargadas del entretenimiento del guerrero', 'Militares rusos conquistadores de nuevos territorios para el Zar', 'Artistas rusos al servicio del Zar', 'Una élite militar que gobernó Japón']",Una élite militar que gobernó Japón
0,Cine y Televisión,¿De qué tres ciudades existe un CSI?,"['Las Vegas, Los Angeles y Boston', 'Las Vegas, Chicago y Boston', 'Las Vegas, Miami y New York', 'Las Vegas, Madrid y París']","Las Vegas, Miami y New York"
0,Historia,¿En qué pais se encuentra Tikal la mayor ciudad de la Cultura Maya?,"['México', 'Chile', 'Guatemala', 'Honduras']",Guatemala
0,Miscelánea,¿Con qué están relacionados los nombres de los modelos de coche Lamborghini?,"['Con ciudades italianas', 'Con la tauromaquia', 'Con animales salvajes', 'Con los nombres de los hijos de su creador']",Con la tauromaquia
0,Miscelánea,¿Cuál es el Día Internacional de las Naciones Unidas?,"['El 1 de Mayo', '24 de Octubre', 'El 29 de Febrero', 'El 1 de Noviembre']",24 de Octubre
0,Deporte,¿Qué es el premio al mejor sexto hombre de la NBA?,"['El premio a la mejor mascota', 'El premio al mejor entrenador', 'El premio a la afición más fiel', 'El premio al mejor jugador no titular']",El premio al mejor jugador no titular
0,Música,¿Cómo se llama el cantante de 'No soy de aquí ni soy de allá'?,"['Alberto Cortez', 'Luis Miguel', 'Alejandro Sanz', 'José Luis Perales']",Alberto Cortez
0,Arte y Literatura,¿Qué famoso retrato realizó Hyacinthe Rigaud?,"['El de Enrique VIII de Inglaterra', 'El de Martín Lutero', 'El de Luis XIV de Francia', 'El de Carlos I de España']",El de Luis XIV de Francia
0,Miscelánea,¿Como obtuvo sus poderes El Hombre Araña (Spiderman)?,"['Por una mutación genética', 'Al participar en un experimento de clonación de arañas', 'Le fueron dados por una civilización extraterrestre', 'Al ser picado por una araña radiactiva']",Al ser picado por una araña radiactiva
0,Cine y Televisión,¿Quien es Gabino Diego?,"[""Felipe IV en 'El rey pasmado' de Imanol Uribe"", ""El director de 'Las bicicletas son para el verano'"", ""El director de 'Amanece, que no es poco'"", ""Art en 'Two much' de Fernando Trueba""]",Felipe IV en 'El rey pasmado' de Imanol Uribe
0,Ciencia y Naturaleza,¿Qué descubrió Victor Franz Hess?,"['Los rayos X', 'La radiación cósmica', 'El neutrón', 'El argón']",La radiación cósmica
0,Historia,"La primera pólvora descubierta, la pólvora negra, esta compuesta de carbono, nitrato de potasio y...","['Azufre', 'Hierro', 'Rubidio', 'Zinc']",Azufre
0,Geografía,¿Dónde está San Diego?,"['Nuevo México', 'California', 'Las Vegas', 'Arizona']",California
0,Miscelánea,¿Con qué dedo se hace clic con el ratón?,"['Corazón', 'Anular', 'Indice', 'Pulgar']",Indice
0,Arte y Literatura,"¿Donde se encuentra la obra: Tarde de domingo en la isla de la Grande Jatte, de Seurat?","['Museo de Orsay, Paris, Francia', 'Instituto de Arte de Chicago, Illinois, USA', 'Museo de Arte de New York, USA', 'Museo del Louvre, Paris, Francia']","Instituto de Arte de Chicago, Illinois, USA"
0,Historia,¿Quién realizó la Revolución Libertadora en Argentina?,"['General Lonardi', 'General Aramburu', 'General San Martín', 'General Perón']",General Lonardi
0,Música,¿Como se llama el single mas esperado hasta la fecha de Demi Lovato?,"[""Don't Forget"", 'Skycraper', 'Heart Attack', 'Here we go again']",Skycraper
0,Música,como se llama la cantante apodada rihanna?,"['Rihanna Robyn', 'Janet Miracle', 'Rianna Main', 'Robyn Rihanna Fenty']",Robyn Rihanna Fenty
0,Geografía,¿Dónde desmboca el río Orinoco?,"['En el oceano Pacífico', 'En el oceano Atlántico', 'En el oceano Indico', 'En el golfo de California']",En el oceano Atlántico
0,Cine y Televisión,"¿Cual es la profesión de Cristina Sánchez, concursante de la primera edición de La granja de los famosos?","['Cantante', 'Modelo', 'Torera', 'Actriz']",Torera
0,Cine y Televisión,¿Qué película del director Tomás Fernández narra el regreso de un emigrante asturiano a la cuenca minera por el funeral de un amigo?,"['Corazón loco', 'Fuera de carta', 'La torre de Suso', 'La vida secreta de las palabras']",La torre de Suso
0,Arte y Literatura,¿Quién escribió El nombre de la rosa?,"['Isaac Asimov', 'Umberto Eco', 'Peter Straub', 'Juan José Benitez']",Umberto Eco
0,Arte y Literatura,¿Qué arquitecto suizo fue el que inspiró la corriente arquitectónica brutalista?,"['Mies van der Rohe', 'Frank Lloyd Wright', 'Le Corbusier', 'Walter Gropius']",Le Corbusier
0,Ciencia y Naturaleza,¿Cómo se llaman los dientes de forma puntiaguda cuya función es desgarrar los alimentos?,"['Caninos', 'Molares', 'Incisivos', 'Premolares']",Caninos
0,Deporte,¿Cómo se llama el deporte en que consiste en golpear una pelota con un mazo haciéndola pasar por unos aros?,"['Lacrosse', 'Racquets', 'Cricket', 'Croquet']",Croquet
0,Deporte,¿Qué jugador de baloncesto español no ha jugado nunca en un equipo de la NBA?,"['Juan Carlos Navarro', 'Marc Gasol', 'Pau Gasol', 'Fernando Martín']",Juan Carlos Navarro
0,Cine y Televisión,¿Quién dirigió 'Forrest Gump'?,"['Robert Redford', 'Woody Allen', 'Robert Zemeckis', 'Warren Beatty']",Robert Zemeckis
0,Arte y Literatura,¿Además de Guerreros que otras figuras representas los Guerreros de Terracota de Xian?,"['Cuádrigas', 'Concubinas', 'Tesoros', 'Caballos']",Caballos
0,Música,"¿En qué disco aparece la canción de The Beatles Ob-La-Di, Ob-La-Da?","[""En Sgt. Pepper's Lonely Hearts Club Band"", 'En The Beatles', 'En Rubber Soul', 'En Yesterday and Today']",En The Beatles
0,Historia,¿En qué año fúe la caída del Imperio Romano?,"['342 d.C.', '711 d.C.', '476 d.C.', '1520 d.C.']",476 d.C.
0,Cine y Televisión,¿Cómo se llama la recepcionista de Luz de Luna?,"['Madelyn Hayes', 'Elizabeth Sherwood', 'Lydia', 'Agnes Topisto']",Agnes Topisto
0,Arte y Literatura,¿Cuál de estas no es una novela de John Irving?,"['Oración por Owen', 'La última noche en Twisted river', 'El Hotel New Hampshire', 'El palacio de la luna']",El palacio de la luna
0,Cine y Televisión,¿Quién dirigió la película 'La muerte os sienta tan bien'?,"['Daniel Calparsoro', 'Federico Fellini', 'Robert Zemeckis', 'Clint Eastwood']",Robert Zemeckis
0,Cine y Televisión,¿Cuánto dura por termino medio un Largometraje?,"['60 minutos', '90 minutos', '120 minutos', '180 minutos']",90 minutos
0,Cine y Televisión,¿Con qué película ganó Javier Bardem su primer Goya?,"['Días contados', 'La noche más hermosa', 'Tiempo de silencio', 'Los años bárbaros']",Días contados
0,Arte y Literatura,El doncel de Don Enrique el doliente ¿Autor?,"['Duque de Rivas', 'Mariano José de Larra', 'Bretón de los Herreros', 'José de Espronceda']",Mariano José de Larra
0,Arte y Literatura,¿Quién escribió el poema 'El rizo robado'?,"['Daniel Defoe', 'Alexander Pope', 'Samuel Johnson', 'Henry Fielding']",Alexander Pope
0,Música,¿Qué grupo español de los 80 cantaba 'Chica de ayer'?,"['La Guardia', 'Olé Olé', 'Nacha Pop', 'Mecano']",Nacha Pop
0,Arte y Literatura,¿Dónde se encuentra la Torre Eiffel?,"['En París', 'En Berlín', 'En Roma', 'En Londres']",En París
0,Geografía,¿Cual es el río más largo del mundo?,"['Mississippi-Missouri', 'Nilo', 'Amazonas', 'Congo']",Amazonas
0,Miscelánea,¿Quién es Paul Bocuse?,"['Escalador suizo', 'Cocinero Francés', 'Bailarín del ballet ruso', 'Astronauta estadounidense']",Cocinero Francés
0,Ciencia y Naturaleza,¿Qué astrónomo formuló la teoría heliocéntrica del Sistema Solar?,"['Ptolomeo', 'Leonardo da Vinci', 'Nicolás Copérnico', 'Tales de Mileto']",Nicolás Copérnico
0,Deporte,¿En qué deporte destacó Wilt Chamberlain?,"['Lanzamiento de jabalina', 'Escalada', 'Piragüísmo', 'Baloncesto']",Baloncesto
0,Cine y Televisión,¿Qué actriz protagoniza 'Fuga de cerebros'?,"['Amaia Salamanca', 'María Valverde', 'Leticia Dolera', 'Verónica Echegui']",Amaia Salamanca
0,Arte y Literatura,"Quién dijo: No es lo mismo estar domido que estar durmiendo, de la misma manera que no es lo mismo estar jodido que estar jodiendo","['José Luis Rodríguez Zapatero', 'José María Aznar', 'Jacinto Benavente', 'Camilo José Cela']",Camilo José Cela
0,Geografía,¿Dónde se encuentra el río Amarillo?,"['En China', 'En Australia', 'En Vietnam', 'En Japón']",En China
0,Arte y Literatura,¿Dónde está el Puente Golden Gate?,"['San Diego', 'Los Ángeles', 'Sacramento', 'San Francisco']",San Francisco
0,Ciencia y Naturaleza,¿En qué posición está la Tierra contando desde el Sol?,"['El tercero', 'El cuarto', 'El sexto', 'El quinto']",El tercero
0,Ciencia y Naturaleza,¿Qué Premio Nobel recibió Gerhard Domagk?,"['El Premio Nobel de Economía', 'El Premio Nobel de Química', 'El Premio Nobel de Medicina', 'El Premio Nobel de Física']",El Premio Nobel de Medicina
0,Arte y Literatura,¿Quién escribió 'Hijos de la ira'?,"['Tirso de Molina', 'Dámaso Alonso', 'Antonio Buero Vallejo', 'Miguel de Cervantes']",Dámaso Alonso
0,Cine y Televisión,¿Qué cadena de televisión está dedicada a la moda?,"['Fashion TV', 'Magic Kids', 'Bloomberg TV', 'ESPN']",Fashion TV
0,Miscelánea,¿En qué año falleció Walt Disney?,"['1966', '1970', '1977', '1959']",1966
0,Ciencia y Naturaleza,¿Cómo se llama el temor irracional a los perros?,"['Gimnofobia', 'Androfobia', 'Agorafobia', 'Cinofobia']",Cinofobia
0,Cine y Televisión,¿Quienes son las Chicas Bond de Quantum of Solace?,"['Olga Kurylenko y Gemma Arterton', 'Sophie Marceau y Denise Richards', 'Serena Sott Thomas y Maria Grazia Cucinotta', 'Halle Berry y Rosamund Pike']",Olga Kurylenko y Gemma Arterton
0,Miscelánea,¿Qué tipo de coches fabrica la marca Hummer?,"['Deportivos de lujo', 'Furgonetas', 'Todoterrenos', 'Motocicletas']",Todoterrenos
0,Música,¿Donde murió Jim Morrison?,"['En Nueva York', 'En Londres', 'En Los Ángeles', 'En París']",En París
0,Cine y Televisión,¿Cuál es el nombre completo de Penélope Cruz?,"['Penélope Cruz Rodríguez', 'Penélope Cruz Hidalgo', 'Penélope Cruz Santos', 'Penélope Cruz Sánchez']",Penélope Cruz Sánchez
0,Cine y Televisión,¿Qué programa de televisión presentaron en sus comienzos Penélope Cruz y Jesús Vázquez?,"['Tocata', 'Aplauso', 'La bola de cristal', 'La quinta marcha']",La quinta marcha
0,Música,¿Quién cantó 'Ahí estás tú? Canción que fue banda sonora del spot publicitario de Andalucía,"['Chambao', 'Tomasito', 'Kiko Veneno', 'Navajita Plateá']",Chambao
0,Historia,¿Cuál es la fecha oficial de la fundación de los Estados Unidos?,"['20 de Septiembre de 1752', '4 de Julio de 1776', '10 de Enero de 1808', '11 de Agosto de 1712']",4 de Julio de 1776
0,Deporte,¿Quién tiene el récord de 100m de atletismo en los juegos olímpicos?,"['Falete', 'Diego Méndez', 'Arturo Parrero', 'Usain Bolt']",Usain Bolt
0,Deporte,¿Cómo se llaman los seguidores ultras del FC Barcelona?,"['Ultra Sur', 'Herri Norte Taldea', 'Celtarras', 'Boixos Nois']",Boixos Nois
0,Geografía,¿Cual es el idioma oficial de Jordania?,"['Jordanés', 'Turco', 'Árabe', 'Israelí']",Árabe
0,Cine y Televisión,¿Cual es la frase que decia alf siempre?,"['Gardel está vivo', 'A toda luna', 'No hay problema', '¿Cómo dices que dijiste?']",No hay problema
0,Cine y Televisión,"¿De qué color es Tornado, el caballo de El Zorro?","['Gris', 'Marrón', 'Negro', 'Blanco']",Negro
0,Música,¿Quién ha ganado el Festival de la Canción de Eurovisión 2009?,"['Noruega, representante Alexander Rybak', 'Francia, representante Patricia Kaas', 'Reino Unido, repreentante Jade Ewen', 'España, representante Soraya']","Noruega, representante Alexander Rybak"
0,Arte y Literatura,¿Cuál de estas noveles pertenece a Isabel Allende?,"['Cien años de soledad', 'La ciudad de los perros', 'Como agua para chocolate', 'Inés del alma mía']",Inés del alma mía
0,Ciencia y Naturaleza,¿Qué formuló Johannes Kepler?,"['La teoría del Big Bang', 'La teoría heliocéntrica del Sistema Solar', 'Las leyes sobre el movimiento de los planetas sobre su órbita alrededor del Sol', 'La teoría geocéntrica del universo']",Las leyes sobre el movimiento de los planetas sobre su órbita alrededor del Sol
0,Arte y Literatura,¿Quien compuso la música del ballet El amor brujo?,"['Manuel de Falla', 'Isaac Albéniz', 'Maurice Ravel', 'Claude Debussy']",Manuel de Falla
0,Ciencia y Naturaleza,¿Qué protocolo de comunicaciones se usa en internet?,"['NetBEUI', 'Novel', 'TCP/IP', 'HTTP']",TCP/IP
0,Arte y Literatura,¿Qué obra le valió el Nobel de Literatura a Camilo José Cela en el año 1989?,"['Cien años de soledad', 'Poemas de la consumación', 'La colmena', 'Ensayo sobre la ceguera']",La colmena
0,Cine y Televisión,¿Quién entrega los Premios César?,"['La academia de las artes y técnica del cine de Francia', 'La academia mexicana de las artes', 'La academia checa de cine y televisión', 'La academia de cine italiana']",La academia de las artes y técnica del cine de Francia
0,Deporte,¿Cuantos jugadores tiene un equipo de Cricket?,"['2', '5', '11', '20']",11
0,Deporte,¿Cuál de los siguientes NO es un deporte de raqueta?,"['Buzhashi', 'Badminton', 'Tenis', 'Ping-pong']",Buzhashi
0,Geografía,¿Cuál es el afluente más largo del río Amazonas?,"['El río Nilo Azul', 'El río Juruá', 'El río Purus', 'El río Napo']",El río Purus
0,Geografía,¿De qué colores es la bandera de la República Federal de Alemania?,"['Azul y blanco', 'Rojo, verde y blanco', 'Amarillo y rojo', 'Negro, rojo y amarillo']","Negro, rojo y amarillo"
0,Música,¿De quién es la cancion Nothing Else Matters?,"['Apocalyptica', 'Metallica', 'Mariah Carey', 'Lucie Silvas']",Metallica
0,Ciencia y Naturaleza,¿Cual es el símbolo del Zinc?,"['Zn', 'Z', 'Zi', 'Znc']",Zn
0,Miscelánea,¿Quién organizó el Primer Torneo Mundial de Cubo de Rubik?,"['Guiness de los Records', 'Moltó', 'Mattel', 'Famosa']",Guiness de los Records
0,Cine y Televisión,¿Cómo se llama el Director Adjunto del FBI en la serie Expediente X?,"['Skinner', 'Squarer', 'Triangler', 'Fox Mudler']",Skinner
0,Miscelánea,¿Qué arte consiste en cultivar árboles reduciendo su tamaño?,"['Horticultura', 'Botánica', 'Bonsái', 'Jardinería']",Bonsái
0,Historia,¿Quién hizo construir la pirámide de Giza?,"['Keops', 'Ramsés II', 'Micerino', 'Kefrén']",Keops
0,Arte y Literatura,¿Quién es el escultor barroco autor de El Cristo Yacente de El Pardo?,"['Berruguete', 'Alonso Cano', 'Gregorio Fernández', 'Juan de Juni']",Gregorio Fernández
0,Arte y Literatura,¿Quién escribio El gran gatsby?,"['Miguel de Cervantes', 'Miguel Delibes', 'Chinua Achebe', 'Scott Fitzgerald']",Scott Fitzgerald
0,Miscelánea,¿Qué es un Kit Kat?,"['Un juego originario de Estados Unidos', 'Una marca de cacao en polvo soluble', 'Una galleta de chocolate con leche', 'Un coche de radiocontrol']",Una galleta de chocolate con leche
0,Ciencia y Naturaleza,¿Cual es la fórmula del ácido sulfúrico?,"['HCl', 'H2O', 'H2SO4', 'CO2']",H2SO4
0,Cine y Televisión,Director de 'Todos a la cárcel' (Premio Goya 1993)...,"['Fernando León de Aranoa', 'Pilar Miró', 'Luis García Berlanga', 'Javier Fesser']",Luis García Berlanga
0,Ciencia y Naturaleza,¿Qué descubrió Edward Victor Appleton?,"['La ionosfera', 'El antielectrón', 'El ciclotrón', 'El método holográfico']",La ionosfera
0,Cine y Televisión,¿Qué actor interpreta a Paco en la serie de televisión Los hombres de Paco?,"['Aitor Luna', 'Paco Tous', 'Pepón Nieto', 'Hugo Silva']",Paco Tous
0,Ciencia y Naturaleza,"¿Qué país lanzó el Sputnik 2, la nave en la que viajaba Laika, el primer animal vivo que orbitó la Tierra?","['Estados Unidos', 'La Unión Soviética', 'Francia', 'Alemania']",La Unión Soviética
0,Historia,¿De qué pais es el grupo guerrillero de las FARC?,"['Nicaragua', 'México', 'Argentina', 'Colombia']",Colombia
0,Ciencia y Naturaleza,¿Cuál es la composición del grafito?,"['100% silicio', '100% carbono', 'Carbohidratos', '50% carbono y 50% silicio']",100% carbono
0,Deporte,¿Cuantas sustituciones de los jugadores se pueden hacer en un partido de Futbol Playa?,"['Ilimitadas', 'Ninguna', '2', '4']",Ilimitadas
0,Ciencia y Naturaleza,¿Cómo se llama la capa intermedia de la Tierra? Según el Modelo Geostático,"['Núcleo', 'Manto', 'Corteza', 'Hidrosfera']",Manto
0,Historia,¿Cuál fue el principal centro ceremonial tolteca?,"['Teotihuacan', 'Huatulco', 'Tollan-Xicocotitlan', 'Culhuacan']",Tollan-Xicocotitlan
0,Arte y Literatura,¿Quién escribió 'El Contrato Social'?,"['Rousseau', 'Cervantes', 'Samaniego', 'Quevedo']",Rousseau
0,Arte y Literatura,Famosa obra de Sófocles,"['La Tempestad', 'La Ilíada', 'Edipo Rey', 'Lisistrata']",Edipo Rey
0,Ciencia y Naturaleza,¿Qué es la Fotofobia?,"['Miedo a los lugares abiertos', 'Obsesión por la enfermedad', 'Obsesión enfermiza por la limpieza', 'El temor a la luz solar']",El temor a la luz solar
0,Cine y Televisión,¿Quién interpreta al joven refugiado de 'Belle époque'?,"['Eduardo Noriega', 'Sergi López', 'Jorge Sanz', 'Santiago Segura']",Jorge Sanz
